nor,timestamps,MJD_timestamps
0.3060211855554104,-1292.221038,58816.60768373799
-0.8183338789519032,-1291.221038,58816.60769531206
1.2090716089693834,-1290.221038,58816.607706886134
1.4222187069435746,-1289.221038,58816.60771846021
1.229039306561624,-1288.221038,58816.60773003428
0.6574231244235801,-1287.221038,58816.60774160836
0.7278393318624364,-1286.221038,58816.607753182434
-0.19694221569413578,-1285.221038,58816.6077647565
-1.3964010330854502,-1284.221038,58816.60777633058
1.4660353222811713,-1283.221038,58816.60778790465
-0.520632826489427,-1282.221038,58816.60779947873
1.2591469797598778,-1281.221038,58816.6078110528
0.9025853435535726,-1280.221038,58816.60782262687
-0.14449166671339553,-1279.221038,58816.60783420095
-0.509033580633409,-1278.221038,58816.60784577503
-2.1468257060987233,-1277.221038,58816.607857349096
-0.5678030701121163,-1276.221038,58816.60786892317
-0.17826806244101445,-1275.221038,58816.60788049724
0.4952495799425937,-1274.221038,58816.60789207132
-0.19299936484184002,-1273.221038,58816.607903645396
2.2364655106798565,-1272.221038,58816.607915219465
0.1679977636462494,-1271.221038,58816.60792679354
-0.43403462573313745,-1270.221038,58816.60793836762
-1.203358203139891,-1269.221038,58816.60794994169
-1.503924998281723,-1268.221038,58816.607961515765
0.673178312141599,-1267.221038,58816.607973089835
-0.7435446063031189,-1266.221038,58816.60798466391
0.4717937663989949,-1265.221038,58816.60799623799
-0.8399499785276203,-1264.221038,58816.60800781206
-0.06869799648289215,-1263.221038,58816.608019386134
0.1302369152596432,-1262.221038,58816.60803096021
0.34232218024367606,-1261.221038,58816.60804253428
0.25975136867054427,-1260.221038,58816.60805410836
-0.5123329087697645,-1259.221038,58816.60806568243
-1.9965051425072522,-1258.221038,58816.608077256504
-0.010188096209065989,-1257.221038,58816.60808883058
-0.6952530800972357,-1256.221038,58816.60810040465
-0.7427536279313108,-1255.221038,58816.60811197873
-1.613881140671731,-1254.221038,58816.6081235528
-0.7403884175430129,-1253.221038,58816.60813512687
1.2150295760978795,-1252.221038,58816.60814670095
0.18600690621985888,-1251.221038,58816.60815827503
-1.4771271934181915,-1250.221038,58816.608169849096
0.4888683918026406,-1249.221038,58816.60818142317
0.7976802816891343,-1248.221038,58816.60819299724
0.40765957855629303,-1247.221038,58816.60820457132
-0.7580734436804836,-1246.221038,58816.608216145396
-0.2183578937579069,-1245.221038,58816.608227719466
-1.37975943967605,-1244.221038,58816.60823929354
-0.575031405404772,-1243.221038,58816.60825086762
-0.30106461749039604,-1242.221038,58816.60826244169
-0.4050764327522797,-1241.221038,58816.608274015765
-0.13789368464494703,-1240.221038,58816.608285589835
0.3256486641258128,-1239.221038,58816.60829716391
-0.704244030467519,-1238.221038,58816.60830873799
-1.1555906794340358,-1237.221038,58816.60832031206
-2.480951198206701,-1236.221038,58816.608331886135
0.42387409202194287,-1235.221038,58816.60834346021
-0.7161077613569538,-1234.221038,58816.60835503428
0.14310565826093302,-1233.221038,58816.60836660836
-1.2838267437902682,-1232.221038,58816.60837818243
-0.9034600314179698,-1231.221038,58816.608389756504
-0.17870756194391665,-1230.221038,58816.60840133058
-1.284939610041276,-1229.221038,58816.60841290465
0.11856472078357419,-1228.221038,58816.60842447873
0.9913210780176598,-1227.221038,58816.608436052804
0.6690180074021553,-1226.221038,58816.60844762687
0.39925416707193595,-1225.221038,58816.60845920095
0.32495948570375205,-1224.221038,58816.60847077502
-0.28350580550749394,-1223.221038,58816.6084823491
0.2713601377069706,-1222.221038,58816.60849392317
0.8131188956982965,-1221.221038,58816.60850549724
-0.12797755435790106,-1220.221038,58816.60851707132
-0.3098179338407057,-1219.221038,58816.608528645396
1.3220195659500704,-1218.221038,58816.608540219466
0.10837295757926686,-1217.221038,58816.60855179354
-1.2050744553979373,-1216.221038,58816.60856336762
2.81838033627847,-1215.221038,58816.60857494169
-0.5200836513105122,-1214.221038,58816.608586515766
-1.269051612713231,-1213.221038,58816.608598089835
-1.8733687727332502,-1212.221038,58816.60860966391
-0.8439852262585563,-1211.221038,58816.60862123799
-0.40974344713273103,-1210.221038,58816.60863281206
-0.24272580654238243,-1209.221038,58816.608644386135
0.03028516752269937,-1208.221038,58816.60865596021
0.3698800251211485,-1207.221038,58816.60866753428
0.37580483444077173,-1206.221038,58816.60867910836
0.30863839113905944,-1205.221038,58816.60869068243
0.7724921976078608,-1204.221038,58816.608702256504
-0.5767786099892039,-1203.221038,58816.60871383058
0.9430032104691078,-1202.221038,58816.60872540465
-0.6629871926026273,-1201.221038,58816.60873697873
0.0942067908490081,-1200.221038,58816.608748552804
-0.8179578108825153,-1199.221038,58816.608760126874
-0.5447068245928811,-1198.221038,58816.60877170095
0.29387913587574155,-1197.221038,58816.60878327502
-0.8082537988432149,-1196.221038,58816.6087948491
0.450010924885374,-1195.221038,58816.60880642317
-0.42223592410205096,-1194.221038,58816.60881799724
0.8565668508481376,-1193.221038,58816.60882957132
-0.7722699302825544,-1192.221038,58816.6088411454
0.350959207144285,-1191.221038,58816.608852719466
-0.8249450586084065,-1190.221038,58816.60886429354
-1.598573753802293,-1189.221038,58816.60887586761
-0.8996916207598741,-1188.221038,58816.60888744169
-0.07720749320291469,-1187.221038,58816.608899015766
0.1712367031230628,-1186.221038,58816.608910589835
1.7456354120572635,-1185.221038,58816.60892216391
-0.28664217562055994,-1184.221038,58816.60893373799
0.5873569373705476,-1183.221038,58816.60894531206
0.48315490948571693,-1175.692663,58816.60903244603
-0.2049829954436031,-1174.692663,58816.6090440201
-0.9644330743259586,-1173.692663,58816.60905559418
1.9227631964701422,-1172.692663,58816.609067168254
-0.8103139403121407,-1171.692663,58816.60907874232
0.9047047925865057,-1170.692663,58816.6090903164
-1.3407995967476425,-1169.692663,58816.60910189048
-0.761625839436843,-1168.692663,58816.60911346455
-0.8469223771249544,-1167.692663,58816.60912503862
-0.7336267039306447,-1166.692663,58816.6091366127
1.5161188430876125,-1165.692663,58816.60914818677
0.18925911525696293,-1164.692663,58816.60915976085
1.0714584384196482,-1163.692663,58816.609171334916
1.5789006407320432,-1162.692663,58816.60918290899
0.19915276629340967,-1161.692663,58816.60919448307
-0.23170254242643928,-1160.692663,58816.60920605714
0.3308069464820086,-1159.692663,58816.609217631216
0.46700277231343273,-1158.692663,58816.60922920529
0.2851493253550698,-1157.692663,58816.60924077936
0.5581141006035404,-1156.692663,58816.60925235344
1.4431182587796079,-1155.692663,58816.60926392751
0.7104687307378034,-1154.692663,58816.609275501585
1.080729335921092,-1153.692663,58816.60928707566
1.163390413125611,-1152.692663,58816.60929864973
0.4814922879247559,-1151.692663,58816.60931022381
-1.8154049446033589,-1150.692663,58816.609321797885
-0.21549268512612763,-1149.692663,58816.609333371955
-0.21026835914087497,-1148.692663,58816.60934494603
0.14200136564941507,-1147.692663,58816.6093565201
0.7784497899010562,-1146.692663,58816.60936809418
-0.325439386897467,-1145.692663,58816.609379668254
-0.143851637433132,-1144.692663,58816.609391242324
-0.31395162010777306,-1143.692663,58816.6094028164
0.002704701920867253,-1142.692663,58816.60941439048
0.3314240681979887,-1141.692663,58816.60942596455
0.7663939328718596,-1140.692663,58816.609437538624
0.41763274626025026,-1139.692663,58816.60944911269
0.589165114221469,-1138.692663,58816.60946068677
0.5710976405468177,-1137.692663,58816.60947226085
-1.014451611014545,-1136.692663,58816.609483834916
0.48057516516933124,-1135.692663,58816.60949540899
-0.7798952326231213,-1134.692663,58816.60950698307
0.5680620779393063,-1133.692663,58816.60951855714
-0.06557626596217705,-1132.692663,58816.609530131216
0.1429023097502618,-1131.692663,58816.60954170529
-0.4926027510460741,-1130.692663,58816.60955327936
-1.0367676683292795,-1129.692663,58816.60956485344
0.8179148881952418,-1128.692663,58816.60957642751
0.40486006666514,-1127.692663,58816.609588001586
0.8536063395994532,-1126.692663,58816.60959957566
1.1543420007526433,-1125.692663,58816.60961114973
1.318015741253374,-1124.692663,58816.60962272381
-0.18886087625237655,-1123.692663,58816.609634297885
0.004071987921718423,-1122.692663,58816.609645871955
-2.5163468663459967,-1121.692663,58816.60965744603
-0.16960312026885077,-1120.692663,58816.6096690201
0.699680785392685,-1119.692663,58816.60968059418
0.5543284218126656,-1118.692663,58816.609692168255
0.2988923867268738,-1117.692663,58816.609703742324
-0.6401561586881918,-1116.692663,58816.6097153164
0.9874381811687354,-1115.692663,58816.60972689048
0.10868184109492873,-1114.692663,58816.60973846455
0.13152597651646972,-1113.692663,58816.609750038624
-0.6642118459037275,-1112.692663,58816.60976161269
-0.6547414457839472,-1111.692663,58816.60977318677
0.09986550605412464,-1110.692663,58816.60978476085
0.6240803587525332,-1109.692663,58816.60979633492
0.695139894331358,-1108.692663,58816.60980790899
-1.0190247966321868,-1107.692663,58816.60981948307
-0.3699276970975184,-1106.692663,58816.60983105714
-0.25403921821895803,-1105.692663,58816.60984263122
-0.7345580231481458,-1104.692663,58816.609854205286
0.16382045519305405,-1103.692663,58816.60986577936
0.6767486246050409,-1102.692663,58816.60987735344
1.903749118105668,-1101.692663,58816.60988892751
-1.8538937954751977,-1100.692663,58816.609900501586
-1.8032313762649044,-1099.692663,58816.60991207566
1.4797347463275585,-1098.692663,58816.60992364973
-1.5507180617640424,-1097.692663,58816.60993522381
-0.09638347957763442,-1096.692663,58816.60994679788
-2.0461773932152685,-1095.692663,58816.609958371955
-1.0527866623117959,-1094.692663,58816.60996994603
-0.4695507455458852,-1093.692663,58816.6099815201
0.9032232961486756,-1092.692663,58816.60999309418
1.450600309204049,-1091.692663,58816.610004668255
-1.0828812746459726,-1090.692663,58816.610016242324
-0.4215257719788679,-1089.692663,58816.6100278164
0.2908975668766641,-1088.692663,58816.61003939048
-1.1373481671410701,-1087.692663,58816.61005096455
-0.811753093092718,-1086.692663,58816.610062538624
-0.2761598069162686,-1085.692663,58816.610074112694
-1.2510566420304825,-1084.692663,58816.61008568677
-1.3836997227410304,-1083.692663,58816.61009726085
-2.0857989275808824,-1082.692663,58816.61010883492
-0.7110614362304599,-1081.692663,58816.610120408994
-1.3913914547837525,-1080.692663,58816.61013198307
-0.6232032221968961,-1079.692663,58816.61014355714
-0.9307680449760635,-1078.692663,58816.61015513122
-1.8807639096242692,-1077.692663,58816.610166705286
-0.665792334385501,-1076.692663,58816.61017827936
-1.7223674150595591,-1075.692663,58816.61018985344
-0.17551844336458586,-1074.692663,58816.61020142751
-0.5259297284312895,-1073.692663,58816.610213001586
-0.03733555884252639,-1072.692663,58816.61022457566
-2.2349522266910835,-1071.692663,58816.61023614973
0.10792850012911046,-1070.692663,58816.61024772381
0.22808089071755164,-1069.692663,58816.61025929788
-1.1340800982674684,-1068.692663,58816.610270871955
0.1028005243537445,-1067.692663,58816.61028244603
-0.855376537445477,-1066.692663,58816.6102940201
-0.8640371500119426,-1065.692663,58816.61030559418
-1.3684899655621814,-1064.692663,58816.610317168255
-0.4891368553667348,-1063.692663,58816.610328742325
-0.7900553080178724,-1062.692663,58816.6103403164
-0.646278338300852,-1061.692663,58816.61035189047
0.17445192619257655,-1060.692663,58816.61036346455
-1.0675935147606146,-1059.692663,58816.610375038625
-1.016325145252497,-1058.692663,58816.610386612694
-0.044769364066370713,-1057.692663,58816.61039818677
-0.05500724969190947,-1056.692663,58816.61040976085
0.5197444357851848,-1048.955289,58816.610499313785
0.36159531329092287,-1047.955289,58816.61051088786
-0.6287735070184486,-1046.955289,58816.61052246193
0.47259168562433196,-1045.955289,58816.61053403601
0.4443109030384781,-1044.955289,58816.61054561008
0.340455346502268,-1043.955289,58816.610557184154
-1.1809378276151952,-1042.955289,58816.61056875823
-1.8465340404833026,-1041.955289,58816.6105803323
-0.23775792202641477,-1040.955289,58816.61059190638
-0.02888795419983363,-1039.955289,58816.610603480454
-1.1683212718218372,-1038.955289,58816.610615054524
-0.16136207246730713,-1037.955289,58816.6106266286
0.3585418922904336,-1036.955289,58816.61063820267
0.26320140516279533,-1035.955289,58816.61064977675
0.267385669566716,-1034.955289,58816.610661350824
-0.5752737132097078,-1033.955289,58816.61067292489
0.6101983130729863,-1032.955289,58816.61068449897
0.5308415024863742,-1031.955289,58816.61069607305
0.5747434110701912,-1030.955289,58816.610707647116
0.07327037948007636,-1029.955289,58816.61071922119
-0.3612159714104296,-1028.955289,58816.61073079527
0.9658622747744351,-1027.955289,58816.61074236934
0.5832733097760162,-1026.955289,58816.610753943416
-0.12112612999187448,-1025.955289,58816.610765517486
0.857830039003457,-1024.955289,58816.61077709156
-0.19678560472261294,-1023.955289,58816.61078866564
0.5621777186727611,-1022.955289,58816.61080023971
-1.9634337314579542,-1021.955289,58816.610811813785
-0.03738490156661953,-1020.955289,58816.61082338786
0.16035185505157734,-1019.955289,58816.61083496193
-0.4481044701537498,-1018.955289,58816.61084653601
0.23385053772273964,-1017.955289,58816.61085811008
1.4228919681931336,-1016.955289,58816.610869684155
-0.17371313649085363,-1015.955289,58816.61088125823
0.6849105969845954,-1014.955289,58816.6108928323
0.8817710431386584,-1013.955289,58816.61090440638
0.05925405520776215,-1012.955289,58816.610915980455
1.1465110899586208,-1011.955289,58816.610927554524
1.484645739316593,-1010.955289,58816.6109391286
0.13206747537001456,-1009.955289,58816.61095070267
0.12840248275796975,-1008.955289,58816.61096227675
0.14240592519971348,-1007.955289,58816.610973850824
0.6567057573152874,-1006.955289,58816.61098542489
0.17270851238955817,-1005.955289,58816.61099699897
-0.3764249421508488,-1004.955289,58816.61100857305
-0.28661535287382656,-1003.955289,58816.61102014712
-0.499809744253213,-1002.955289,58816.61103172119
-0.7302208421906968,-1001.955289,58816.61104329526
0.46330770535061294,-1000.955289,58816.61105486934
0.8751573739420818,-999.955289,58816.611066443416
-0.3529600059044368,-998.955289,58816.611078017486
-0.42827920833894606,-997.955289,58816.61108959156
-0.7292955278896572,-996.955289,58816.61110116564
-2.136842766685244,-995.955289,58816.61111273971
0.11981232029653485,-994.955289,58816.611124313786
0.2168570134063701,-993.955289,58816.611135887855
0.07793912763379027,-992.955289,58816.61114746193
-1.0696742731843834,-991.955289,58816.61115903601
-0.5583853237146295,-990.955289,58816.61117061008
-0.8060883774623511,-989.955289,58816.611182184155
1.343459833864725,-988.955289,58816.61119375823
-0.6959679038352511,-987.955289,58816.6112053323
-1.818721531553026,-986.955289,58816.61121690638
0.5680649524507566,-985.955289,58816.611228480455
1.497553254905643,-984.955289,58816.611240054524
-0.8404323151672891,-983.955289,58816.6112516286
0.4624624602252069,-982.955289,58816.61126320267
0.06312296028497681,-981.955289,58816.61127477675
0.9635144724837252,-980.955289,58816.611286350824
1.0786919420833716,-979.955289,58816.611297924894
-0.9121195926885391,-978.955289,58816.61130949897
-1.7199123096642643,-977.955289,58816.61132107305
-0.7132688177250379,-976.955289,58816.61133264712
-0.4101916882118195,-975.955289,58816.61134422119
0.9284899829343685,-974.955289,58816.61135579526
0.31395511697793227,-973.955289,58816.61136736934
0.13599088480972799,-972.955289,58816.61137894342
-0.05442174107955316,-971.955289,58816.611390517486
0.356168929620937,-970.955289,58816.61140209156
-0.5353366113580281,-969.955289,58816.61141366564
-0.6991026762144602,-968.955289,58816.61142523971
2.005797677804206,-967.955289,58816.611436813786
2.097511824888151,-966.955289,58816.611448387855
1.5059227405903282,-965.955289,58816.61145996193
-0.8839598245344364,-964.955289,58816.61147153601
1.253248363300782,-963.955289,58816.61148311008
0.3555828780488355,-962.955289,58816.611494684155
-0.059446772303535386,-961.955289,58816.61150625823
-1.3168734990585476,-960.955289,58816.6115178323
0.010327106511030217,-959.955289,58816.61152940638
-0.4499503045266932,-958.955289,58816.61154098045
-1.5812831996389434,-957.955289,58816.611552554525
-0.5320434322188058,-956.955289,58816.6115641286
0.3357448345700081,-955.955289,58816.61157570267
0.7052437890993553,-954.955289,58816.61158727675
-0.6312210370292272,-953.955289,58816.611598850825
-1.0668015360656187,-952.955289,58816.611610424894
0.774075867708802,-951.955289,58816.61162199897
-0.12881512316553947,-950.955289,58816.61163357305
0.6639047006725559,-949.955289,58816.61164514712
-0.021872049540511408,-948.955289,58816.611656721194
-1.5241104520502342,-947.955289,58816.61166829526
0.04219766382490652,-946.955289,58816.61167986934
-2.1717107632664656,-945.955289,58816.61169144342
-0.6065371566873186,-944.955289,58816.61170301749
0.2592956838282401,-943.955289,58816.61171459156
-1.006959133855194,-942.955289,58816.61172616564
-1.4849968434563492,-941.955289,58816.61173773971
-1.624866134034091,-940.955289,58816.611749313786
-0.3483407893880478,-939.955289,58816.611760887856
-0.652487598109843,-938.955289,58816.61177246193
0.36870071424189105,-937.955289,58816.61178403601
-1.2203086478673864,-936.955289,58816.61179561008
1.9450653984934008,-935.955289,58816.611807184156
-0.2860123734095687,-934.955289,58816.61181875823
0.21757664521491457,-933.955289,58816.6118303323
-0.7376072561830217,-932.955289,58816.61184190638
0.16234771497852193,-931.955289,58816.61185348045
-1.9661275763348476,-930.955289,58816.611865054525
1.356909729263196,-929.955289,58816.6118766286
1.7360833895312133,-922.211415,58816.61196625677
-1.341365201476498,-921.211415,58816.61197783084
0.8721905480580172,-920.211415,58816.61198940492
1.1908491072985554,-919.211415,58816.612000978996
0.9742441507934443,-918.211415,58816.612012553065
2.033299059474717,-917.211415,58816.61202412714
0.6742405092408533,-916.211415,58816.61203570122
-0.019577489970985566,-915.211415,58816.61204727529
2.3399289770140665,-914.211415,58816.612058849365
-1.1674526202089985,-913.211415,58816.612070423434
1.7215007709836083,-912.211415,58816.61208199751
0.3996396115257331,-911.211415,58816.61209357159
0.9932457000363482,-910.211415,58816.61210514566
0.23893904624067377,-909.211415,58816.612116719734
0.4765332735564524,-908.211415,58816.61212829381
-0.19070289233292181,-907.211415,58816.61213986788
1.6350676573695322,-906.211415,58816.61215144196
-2.7831774057999796,-905.211415,58816.61216301603
0.3236098343649243,-904.211415,58816.612174590104
0.21812286600458283,-903.211415,58816.61218616418
1.3701620628600981,-902.211415,58816.61219773825
0.577842078781764,-901.211415,58816.61220931233
-0.5983423719345519,-900.211415,58816.6122208864
1.0101314294098094,-899.211415,58816.61223246047
-1.3242312313935858,-898.211415,58816.61224403455
0.131174767694666,-897.211415,58816.61225560862
-1.3610327193175975,-896.211415,58816.612267182696
-0.27398368971139747,-895.211415,58816.61227875677
0.7152649604035731,-894.211415,58816.61229033084
-0.8995348030727208,-893.211415,58816.61230190492
-1.099631947804153,-892.211415,58816.612313478996
-0.4986833488998464,-891.211415,58816.612325053065
-0.5846108670099486,-890.211415,58816.61233662714
1.4354247625797356,-889.211415,58816.61234820121
0.2488170560079852,-888.211415,58816.61235977529
-0.65026034592092,-887.211415,58816.612371349365
-0.12357829855069771,-886.211415,58816.612382923435
0.7155252516067443,-885.211415,58816.61239449751
1.0987121591024058,-884.211415,58816.61240607159
-0.7930341411343911,-883.211415,58816.61241764566
-0.12989485403611126,-882.211415,58816.612429219735
-1.2484355983564477,-881.211415,58816.61244079381
-1.841829322158287,-880.211415,58816.61245236788
0.8294785553273479,-879.211415,58816.61246394196
-0.7606427552476799,-878.211415,58816.61247551603
1.1605802150547515,-877.211415,58816.612487090104
-0.597435163542773,-876.211415,58816.61249866418
0.173911340653067,-875.211415,58816.61251023825
-1.905152766511561,-874.211415,58816.61252181233
-0.3553647212526471,-873.211415,58816.612533386404
-1.310591625056818,-872.211415,58816.61254496047
-0.7956209024915022,-871.211415,58816.61255653455
-1.3653286157772195,-870.211415,58816.61256810862
0.9408558751660978,-869.211415,58816.6125796827
0.6534792234504694,-868.211415,58816.61259125677
-1.428598193346529,-867.211415,58816.61260283084
0.5822375957439474,-866.211415,58816.61261440492
0.5289397904304945,-865.211415,58816.612625978996
0.2636890270131749,-864.211415,58816.612637553066
0.2150431064377458,-863.211415,58816.61264912714
-0.5637448953903484,-862.211415,58816.61266070121
1.6521428722617022,-861.211415,58816.61267227529
0.60228829369713,-860.211415,58816.612683849366
0.39949161819048934,-859.211415,58816.612695423435
-0.7705304022279794,-858.211415,58816.61270699751
-1.3140428225736425,-857.211415,58816.61271857159
0.14335649332702644,-856.211415,58816.61273014566
-0.4218048096737851,-855.211415,58816.612741719735
-0.16294350502317917,-854.211415,58816.612753293804
-0.11638495858716083,-853.211415,58816.61276486788
-1.1855164460216174,-852.211415,58816.61277644196
0.7110332157793067,-851.211415,58816.61278801603
0.9356969115255053,-850.211415,58816.612799590104
-0.6920279905186785,-849.211415,58816.61281116418
-1.8918521647606368,-848.211415,58816.61282273825
0.1638627562478405,-847.211415,58816.61283431233
-1.4150402715290626,-846.211415,58816.6128458864
-0.31042759632574757,-845.211415,58816.61285746047
0.45499306842577225,-844.211415,58816.61286903455
-0.46572943109254944,-843.211415,58816.61288060862
-1.7367695249535697,-842.211415,58816.6128921827
-1.8034336820369796,-841.211415,58816.61290375677
-0.17609550664229323,-840.211415,58816.61291533084
-2.0257412143926348,-839.211415,58816.61292690492
-1.4995577786039316,-838.211415,58816.612938479
-0.5164237677787439,-837.211415,58816.612950053066
-1.3542063675685863,-836.211415,58816.61296162714
-0.4286518145863799,-835.211415,58816.61297320121
-0.07958038148232324,-834.211415,58816.61298477529
0.16279354260664125,-833.211415,58816.612996349366
0.7243388914290165,-832.211415,58816.613007923435
0.4272923576271315,-831.211415,58816.61301949751
-0.403262740002054,-830.211415,58816.61303107159
-0.6539250842591743,-829.211415,58816.61304264566
0.43195046204563503,-828.211415,58816.613054219735
1.178063512693988,-827.211415,58816.613065793805
-1.478454302493906,-826.211415,58816.61307736788
-1.2195307395992758,-825.211415,58816.61308894196
